Gene_name	Light_01	Heavy_01	Light_02	Heavy_02	Light_03	Heavy_03	Light_04	Heavy_04	Light_05	Heavy_05	Light_06	Light_07	Heavy_06	Mixed
R09A1.3	1	4	0	2	1	3	0	0	0	3	0	0	0	1
sti-1	0	0	7	0	7	0	0	0	2	0	0	6	0	0
R09F10.1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gldc-1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
R12C12.5	2	2	1	1	1	2	0	0	0	0	0	1	0	0
R12C12.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
R12E2.13	0	0	0	1	1	0	0	0	0	1	0	0	0	0
ttr-32	1	0	1	2	1	0	0	0	0	1	0	1	0	0
ttr-8	1	1	0	0	0	0	0	0	0	0	0	0	0	1
R13A5.10	0	0	1	0	0	0	0	0	0	0	0	0	0	0
clec-158	1	0	2	0	4	0	3	0	1	1	0	2	0	1
cra-1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
rmd-6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
R52.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gcp-2.1	0	0	1	0	2	1	0	0	0	0	0	0	0	1
R105.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
R144.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0
R148.3	0	0	0	8	0	4	0	1	0	1	0	0	0	0
R148.5	0	0	1	1	0	0	0	0	0	0	0	0	0	0
R151.2	1	0	7	8	7	8	1	1	1	2	0	2	0	0
R151.6	0	0	0	2	0	2	0	0	0	0	0	0	0	0
hsp-75	0	0	0	0	1	1	0	0	0	0	0	0	0	0
pfd-5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mboa-6	0	1	1	10	0	8	0	2	0	3	0	0	2	0
moa-1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
R193.2	15	58	6	27	8	27	5	25	2	29	0	8	9	12
aak-2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
got-1.2	1	1	21	1	23	0	13	0	8	0	4	11	0	0
T02B11.3	2	0	2	2	4	3	1	1	0	2	0	2	1	0
T02B11.4	0	1	0	2	1	1	0	2	0	4	0	0	0	0
T02C5.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
igcm-3	1	0	1	3	3	1	0	0	0	0	0	0	0	0
T02G5.7	0	1	24	15	20	6	13	0	14	0	8	17	1	0
mct-5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
T02H6.11	0	0	0	3	0	3	0	0	0	1	0	0	0	0
ugt-53	0	0	0	0	0	0	0	0	0	0	1	0	0	0
pgk-1	9	5	29	18	36	17	16	9	17	15	16	16	0	0
guk-1	0	0	0	0	2	0	1	0	0	0	0	0	0	0
T03G6.3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
T03G11.3	1	1	0	1	1	1	0	0	0	0	0	1	0	0
T04B8.5	0	3	5	3	6	2	0	0	0	0	0	0	0	0
trap-2	0	0	0	8	1	9	0	2	0	4	0	0	0	2
T04G9.7	0	0	0	3	1	1	0	1	0	1	0	0	0	0
nep-2	1	1	4	2	4	1	0	0	1	0	0	0	0	0
T05A12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
clic-1	0	0	3	1	2	1	0	0	0	0	0	0	0	0
T05C3.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
T05C3.6	3	7	1	4	1	4	0	3	0	5	0	0	1	1
let-355	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hpo-19	0	0	2	11	2	10	0	0	0	2	0	0	1	0
erfa-1	1	0	4	3	5	3	1	2	1	4	0	1	1	0
T06A1.5	0	0	2	0	0	0	0	0	0	0	0	0	0	0
nog-1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ttr-59	2	0	1	0	0	0	0	0	0	0	0	0	0	0
T08B1.1	0	3	0	0	0	1	0	0	0	2	0	0	0	0
ech-1.2	3	0	0	11	1	10	0	8	0	6	0	0	1	0
T08B6.4	35	29	17	20	18	17	6	13	3	14	0	12	6	44
acdh-10	1	0	1	0	1	0	0	0	0	0	0	0	0	0
T08H10.1	2	1	15	3	14	4	11	0	9	3	5	13	0	0
T08H10.3	4	0	1	0	0	0	0	0	0	0	0	0	0	0
T09B4.8	0	0	2	0	1	0	0	0	0	0	0	0	0	0
cct-7	16	4	23	13	20	13	7	11	8	20	1	10	4	2
T10E9.4	17	14	15	19	14	17	3	13	0	14	0	8	3	3
nuo-2	0	0	0	2	0	0	0	0	0	1	0	0	0	0
prp-19	0	0	4	10	3	8	0	2	0	0	0	0	0	0
T12A2.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
stt-3	0	1	1	8	1	8	0	4	0	4	0	0	2	0
T12B3.3	0	0	0	2	0	1	0	0	0	0	0	0	0	0
pho-14	3	3	7	6	10	4	5	4	8	5	2	5	1	6
T13C2.6	3	0	16	7	18	4	3	2	1	6	2	2	1	9
T14B4.3	0	0	1	0	1	0	0	0	0	0	0	1	0	2
vha-15	13	52	24	36	37	33	8	38	3	44	1	13	20	48
hex-1	2	2	16	2	17	1	5	0	8	2	1	11	0	5
T15B7.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hpo-8	0	0	0	6	0	8	0	3	0	0	0	0	0	0
T15B7.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nmt-1	0	0	2	2	1	2	0	2	1	0	0	0	1	0
pamn-1	0	0	3	0	2	0	0	0	0	0	0	0	0	0
T19B4.3	0	0	1	1	1	2	1	1	0	0	0	1	0	0
best-17	0	1	0	0	0	0	0	1	0	1	0	0	0	0
T19C3.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
T19C3.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
T19D12.1	1	5	1	4	0	5	3	2	0	4	0	1	1	4
T19D12.4	45	147	38	95	42	117	36	104	21	130	17	38	55	140
T19H12.3	1	0	0	2	0	2	0	2	0	1	0	0	0	0
T20B12.7	0	0	1	0	2	0	0	0	0	0	0	0	0	0
T21H3.1	10	6	22	12	21	6	9	5	15	5	13	11	1	35
ogdh-1	0	0	9	7	7	4	0	0	0	0	0	0	0	0
T22D1.3	0	0	1	6	1	6	0	0	0	2	0	0	0	0
ribo-1	0	2	7	33	9	39	0	20	0	28	0	0	12	5
lron-8	0	0	3	0	2	0	0	0	0	0	1	0	0	0
pygl-1	4	1	40	33	39	25	10	10	12	13	8	16	1	0
T23B3.2	2	2	2	1	1	3	2	2	1	2	0	2	2	3
T23B3.5	2	0	2	1	4	0	0	0	0	0	0	0	0	0
dlhd-1	195	20	87	7	78	5	64	2	89	7	59	77	0	3
ucr-2.3	0	0	0	1	0	2	0	1	0	0	0	0	0	0
T24H7.2	0	0	1	11	1	8	0	1	0	3	0	0	0	0
nep-22	40	101	20	50	21	61	11	51	8	54	4	11	29	101
acdh-7	0	0	1	0	1	0	0	0	0	0	0	0	0	0
T26A8.3	3	2	7	10	5	10	1	10	3	8	1	2	3	6
T26C12.1	0	0	1	29	1	30	0	3	0	8	0	0	0	1
slc-36.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
usp-5	1	0	5	0	5	0	0	0	0	0	0	0	0	0
cgr-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
vps-24	1	2	0	1	0	1	0	1	0	2	0	0	1	0
eif-1	0	0	1	2	1	2	0	0	0	0	0	0	0	0
ttr-6	0	0	2	2	1	2	1	2	2	1	1	1	0	0
plpp-1.2	0	0	1	1	1	0	0	0	0	0	0	0	0	0
T28F2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
W01A11.1	0	0	1	8	4	12	0	2	0	6	0	0	1	0
nol-58	0	0	9	10	6	13	0	3	0	6	0	0	1	0
cytb-5.2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
clec-219	1	1	1	1	2	2	0	2	1	2	0	2	1	1
dlst-1	0	0	0	11	0	10	0	4	0	5	0	0	0	0
W03D8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
W03D8.3	1	0	0	2	1	0	0	1	0	1	0	0	0	11
W03D8.9	0	0	0	2	0	0	0	0	0	0	0	0	0	0
W03F8.4	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ule-1	6	19	8	13	10	11	6	7	3	7	0	7	3	43
W03F11.4	0	0	5	3	6	0	0	0	0	0	0	0	0	8
cil-7	5	9	10	23	11	23	2	23	2	17	0	4	6	13
W04B5.3	1	2	0	0	0	0	0	0	0	0	0	0	0	0
W05F2.3	1	0	6	6	5	5	3	6	2	8	0	3	3	3
pck-1	0	0	38	5	34	4	8	1	15	3	5	8	0	0
W05H9.1	0	1	9	8	12	11	1	1	0	1	0	0	0	6
W06B4.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dct-11	0	0	3	1	2	2	1	1	1	1	0	1	0	0
nol-2	0	1	0	0	0	1	0	0	0	0	0	0	0	1
W07E6.2	0	0	1	1	0	1	0	0	0	0	0	0	0	0
unc-132	0	0	1	0	0	0	0	0	0	0	0	0	0	0
pals-33	18	13	6	5	7	1	0	3	0	5	0	4	0	0
W08E12.7	2	0	2	3	5	2	2	6	3	10	1	6	4	0
W08F4.3	1	0	3	12	8	11	0	7	0	10	0	0	1	5
cdc-37	0	0	1	0	1	0	0	0	0	0	0	0	0	0
gsp-3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
clec-125	9	7	18	14	22	14	7	11	8	11	4	15	5	14
W09G12.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
W10C8.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
clec-133	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Y4C6A.4	4	1	3	1	3	0	1	0	0	1	0	2	0	5
gba-4	0	0	4	0	3	2	3	0	3	0	1	4	0	0
arx-4	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y8A9A.2	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Y18H1A.8	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Y18H1A.9	0	0	0	1	0	1	0	0	1	0	0	0	0	0
cht-4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Y22D7AL.15	2	4	2	3	2	2	0	5	0	4	0	0	1	0
fbxa-74	0	0	0	0	0	0	0	0	0	0	1	0	0	0
pid-3	0	0	0	1	0	2	0	0	0	1	0	0	0	0
Y23H5B.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
tald-1	3	0	19	2	18	3	14	0	20	0	12	20	0	1
clec-123	14	8	6	8	4	5	2	4	1	3	0	6	3	16
copb-1	2	0	15	19	16	18	0	6	0	9	0	2	3	0
Y25C1A.7	0	0	1	1	3	2	0	1	0	0	0	0	0	0
Y25C1A.13	0	0	1	0	1	0	0	0	0	0	0	0	0	0
zig-11	0	0	3	2	5	1	0	0	0	0	0	0	0	3
Y34B4A.6	0	2	0	1	0	1	0	4	0	1	0	0	0	1
rga-8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Y34B4A.9	0	0	0	1	0	1	2	10	2	7	1	3	0	0
glrx-10	1	2	0	0	0	0	0	0	0	1	0	0	0	0
vps-4	11	8	12	12	9	6	4	6	3	7	0	4	2	3
Y34F4.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Y37E3.8	2	3	8	12	5	13	4	8	2	8	0	4	4	3
eif-2alpha	1	0	10	6	9	8	2	2	1	5	0	4	1	0
Y37E3.17	0	1	3	0	5	0	0	0	2	0	0	3	0	0
Y37E11AL.2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
smgl-2	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Y37E11AM.3	0	0	0	3	0	4	0	0	0	0	0	0	0	0
best-20	6	0	1	0	0	0	0	0	0	0	0	0	0	0
nape-2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Y38C1AA.7	2	1	3	7	3	4	2	2	1	4	1	4	0	5
trap-3	0	0	2	9	3	10	0	5	0	7	0	0	0	8
Y38F2AR.9	0	1	3	6	1	6	0	2	0	1	0	0	1	9
Y38F2AR.12	0	0	4	2	5	0	0	0	0	0	0	0	0	0
Y39A3CL.4	3	0	3	1	2	0	0	0	0	1	0	0	0	0
rfip-2	5	5	2	10	6	10	0	5	0	10	0	3	4	1
zwl-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
eif-2gamma	2	1	2	12	2	14	1	6	1	6	1	1	0	0
Y39G10AR.9	0	0	2	0	0	0	0	0	0	0	0	0	0	0
lbp-9	4	0	7	1	7	1	1	1	1	2	0	2	0	0
comt-3	0	0	2	1	4	0	0	0	0	0	0	0	0	0
ctsa-2	20	56	4	6	8	7	4	12	1	12	0	3	1	47
Y41D4A.4	0	0	4	4	2	3	0	1	0	3	0	0	0	0
Y41D4B.6	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Y41D4B.15	2	2	0	1	0	2	0	0	0	1	0	0	0	0
hpo-6	18	57	18	35	15	48	11	39	10	51	9	14	28	56
Y41D4B.17	2	7	0	1	0	1	0	2	0	3	0	0	0	6
Y41D4B.26	0	0	1	0	2	0	4	0	0	0	0	2	0	0
mvk-1	0	0	3	5	1	2	0	0	0	0	0	0	0	0
laat-1	0	1	2	2	1	2	1	1	1	1	0	1	0	2
cdap-2	1	1	0	1	0	0	0	0	0	0	0	0	0	0
nuo-5	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Y45G12B.2	0	0	1	1	2	0	0	0	0	0	0	0	0	1
clec-73	6	0	2	0	1	0	0	0	0	0	0	0	0	2
clec-72	0	3	4	0	3	0	1	0	1	0	1	2	0	1
clec-76	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Y46D2A.2	16	17	3	15	3	18	5	16	1	16	1	4	7	35
Y46D2A.3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47D9A.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Y47G6A.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Y47G6A.7	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Y47G6A.18	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Y47G6A.21	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Y47G6A.22	0	0	5	0	5	0	0	0	1	0	0	0	0	0
herc-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Y48G8AL.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Y48G8AL.13	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Y48G8AR.2	8	1	1	0	2	0	1	0	0	0	0	0	0	0
gcn-1	1	1	3	49	4	50	0	16	0	20	0	0	2	0
Y50D4B.4	0	0	8	1	10	0	2	0	1	0	1	2	0	0
hpo-29	0	0	0	1	0	2	0	2	0	1	0	0	0	0
Y53G8AL.2	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ral-1	15	8	4	4	5	5	4	5	5	5	0	4	4	4
Y54E10A.10	0	0	0	1	0	4	0	0	0	0	0	0	0	0
nduf-5	0	0	1	0	0	1	0	0	1	0	0	0	0	0
sec-11	0	1	2	5	4	6	0	2	0	4	0	0	4	7
Y54F10AL.1	0	0	2	1	1	1	0	1	0	1	0	1	0	0
Y54F10AM.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Y54F10AM.8	5	6	15	17	17	12	2	3	2	6	0	1	0	24
Y54F10AR.1	4	0	1	1	2	1	0	0	0	0	0	0	0	0
iffb-1	0	0	3	7	1	6	0	4	0	7	0	0	2	0
atln-1	0	0	5	25	7	23	0	8	0	9	0	0	1	4
samt-1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
dml-1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
clec-83	1	1	2	0	3	0	1	0	4	0	2	2	0	0
Y54G2A.15	4	2	4	0	7	0	1	0	0	0	0	5	0	6
nprt-1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Y54G2A.18	1	1	3	14	5	16	1	4	1	5	0	1	3	8
Y54G2A.32	0	0	0	0	0	0	0	3	0	1	0	0	0	0
clec-84	0	1	3	3	4	3	2	3	4	1	3	3	0	0
Y54H5A.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
stim-1	0	0	0	1	1	2	0	0	0	0	0	0	0	0
Y55F3AM.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Y55F3AM.13	0	0	3	6	3	8	0	2	0	2	0	0	0	0
Y55F3AR.2	0	0	0	5	0	6	0	0	0	0	0	0	0	1
cct-8	15	1	14	14	13	16	7	8	7	13	4	9	6	2
vha-19	3	10	3	9	5	12	1	6	1	6	0	3	2	30
Y57E12AL.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Y57G7A.6	4	3	7	13	11	9	0	8	0	9	0	1	0	10
emc-2	0	0	0	5	1	4	0	0	0	1	0	0	0	0
Y58A7A.1	2	3	1	3	2	3	0	1	0	1	0	2	1	2
Y59E9AL.6	3	2	5	6	6	1	4	0	0	0	0	3	0	0
Y61A9LA.1	0	0	0	0	0	1	0	0	0	2	0	0	0	1
Y61A9LA.10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
vps-20	3	0	2	1	4	1	1	1	1	1	0	1	0	1
Y65B4A.8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
deps-1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
acs-13	0	0	1	13	0	15	0	0	0	2	0	0	0	0
icd-2	2	1	8	10	5	11	3	8	1	11	0	5	6	1
dpm-1	0	1	2	9	1	4	0	4	0	2	0	0	0	0
Y66H1A.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
fln-1	4	3	22	8	21	10	0	8	1	8	1	2	0	0
eel-1	0	1	2	6	3	4	0	0	0	2	0	0	0	0
vamp-7	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Y69A2AR.16	0	1	0	0	0	0	0	1	0	1	0	0	0	0
Y69A2AR.18	2	0	6	11	12	15	7	7	3	7	0	8	5	0
Y69A2AR.19	13	5	23	27	28	16	1	3	0	8	0	13	1	30
Y69A2AR.22	0	2	3	8	4	6	1	9	1	10	0	5	5	0
Y69A2AR.31	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Y71F9AL.9	1	0	1	1	2	2	0	2	0	0	0	2	0	0
copa-1	0	1	12	28	12	27	0	7	0	10	0	1	2	0
trap-1	1	2	4	9	3	14	1	4	0	5	0	2	2	17
Y71F9B.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
yop-1	2	0	2	5	4	7	0	5	1	4	0	1	2	8
hrpu-2	0	0	0	4	0	2	0	0	0	1	0	0	0	0
Y71G12B.3	0	0	1	1	1	0	0	0	0	0	0	0	0	2
Y71G12B.6	0	0	4	0	2	0	0	0	0	0	0	0	0	0
Y71G12B.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Y71G12B.25	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Y71H2AM.2	0	0	1	0	1	0	1	1	0	1	0	0	1	0
cox-6B	0	0	0	0	0	1	0	0	0	0	0	0	0	0
set-27	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Y71H2AM.11	2	0	11	0	11	0	3	0	2	0	0	2	0	0
Y71H2AM.12	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Y71H2AM.13	10	5	10	15	9	17	0	1	1	4	0	3	0	0
Y71H2AR.1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gpa-17	7	13	5	4	7	9	0	7	0	5	0	4	1	1
pfk-1.1	0	0	15	19	21	11	1	1	0	2	2	0	0	0
Y71H10B.1	0	0	13	3	12	1	2	1	0	3	0	0	0	0
acp-6	1	0	11	3	13	4	3	1	6	1	1	5	1	0
Y73B6BL.27	2	4	1	2	1	0	0	1	0	0	0	0	0	0
Y73B6BL.31	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nlp-40	0	0	1	0	0	0	0	0	0	0	0	0	0	0
homt-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Y74C10AL.2	0	1	3	4	3	3	0	2	0	2	0	2	1	3
Y74C10AR.2	0	0	1	4	3	3	0	1	0	0	0	0	0	0
hxk-3	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Y82E9BR.3	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Y82E9BR.14	2	1	2	0	3	0	0	0	1	1	0	4	0	1
Y82E9BR.16	0	1	0	1	0	0	0	0	0	1	0	0	0	0
Y92H12A.2	1	0	0	1	0	0	0	0	1	1	0	0	0	0
Y92H12A.5	0	0	1	1	2	1	1	1	0	0	0	3	0	0
Y92H12BL.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Y92H12BR.3	25	26	28	18	28	20	14	18	13	21	2	27	7	27
Y94H6A.8	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Y94H6A.10	0	0	6	0	4	0	0	0	0	0	0	0	0	1
Y95B8A.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abhd-12	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Y97E10AR.6	0	0	10	1	10	0	1	0	0	0	0	1	0	0
lmtr-2	0	0	1	1	1	0	0	0	0	0	0	0	0	0
wdr-4	0	0	1	0	1	0	0	0	0	0	0	0	0	0
plst-1	1	4	0	1	0	0	0	0	0	2	0	0	0	0
spl-3	0	0	0	2	0	3	0	0	0	0	0	0	0	0
Y110A2AL.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Y110A2AL.7	3	0	2	10	2	10	1	5	1	5	0	1	1	0
trf-2	0	0	0	3	5	2	0	0	0	0	0	0	0	3
pfkb-1.1	0	0	4	0	2	0	0	0	0	0	0	0	0	0
elpc-1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
zig-9	1	0	0	0	1	0	0	0	0	0	0	0	0	3
ttr-48	0	0	2	0	3	0	1	0	1	1	0	1	0	0
ZC123.1	3	0	2	0	2	0	2	0	0	0	0	0	0	0
syx-16	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZC204.12	34	16	12	3	20	2	2	1	2	2	0	12	2	0
ZC239.14	0	0	2	0	1	0	0	0	0	0	0	0	0	0
daf-41	0	0	3	0	2	0	0	0	0	0	0	0	0	0
ltah-1.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
lipl-5	2	3	11	6	8	6	6	2	6	4	4	6	0	5
dod-19	130	298	37	88	45	105	31	83	34	108	18	40	45	215
ZK6.11	386	503	138	229	152	295	115	219	110	296	69	152	120	368
acl-9	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ZK105.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
npp-24	2	0	2	0	1	0	0	0	0	0	0	0	0	0
sar-1	3	0	1	5	2	4	2	2	2	5	2	4	0	0
ubxn-4	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ZK354.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZK355.3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hipr-1	0	0	0	4	0	2	0	0	0	3	0	0	0	0
ugtp-1	1	0	2	0	2	0	0	0	0	0	0	0	0	0
tomm-70	0	0	0	1	0	1	0	0	0	0	0	0	0	0
msrp-2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ZK546.2	6	2	4	0	1	0	0	0	1	2	0	0	0	1
ZK546.4	0	0	1	1	0	0	0	1	0	0	0	0	0	0
swsn-6	0	0	1	1	1	0	0	0	0	0	0	0	0	0
perm-3	0	0	0	5	0	5	0	0	0	1	0	0	0	0
pmt-1	0	0	2	1	3	0	0	0	4	0	1	3	0	0
ZK686.3	0	0	2	9	1	7	0	4	0	5	0	0	3	5
pcp-5	0	0	3	2	4	3	0	0	0	0	0	0	0	4
fbn-1	0	0	1	2	1	4	2	2	0	1	0	1	0	0
upp-1	0	0	5	0	7	0	1	0	0	0	0	1	0	0
ZK813.1	0	0	1	1	1	1	1	1	0	1	0	1	1	0
ZK813.3	0	0	0	0	0	1	1	0	1	1	1	1	0	0
ZK973.11	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ZK1055.6	1	0	1	0	2	0	0	0	0	0	0	0	0	0
ZK1055.7	24	7	30	24	37	24	13	11	12	12	9	18	7	68
cth-2	0	0	10	1	9	0	4	0	4	0	1	6	0	0
ZK1193.2	0	0	2	0	1	0	0	0	0	0	0	1	0	0
ZK1290.11	0	0	4	0	3	0	0	0	0	0	0	0	0	0
R06F6.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C53D6.10	1	1	0	0	0	0	0	0	0	0	0	0	0	1
try-9	1	0	0	4	1	2	0	2	0	1	0	0	0	0
K12B6.9	1	3	0	1	0	0	0	1	0	2	0	0	0	0
mrps-24	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nbet-1	0	0	3	1	2	1	0	0	0	0	0	0	0	1
C02D5.4	0	0	2	0	1	0	0	0	0	0	0	0	0	0
C09H10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gip-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
cisd-1	0	2	2	5	1	1	1	3	0	5	0	1	3	2
Y17G7B.23	5	3	2	3	2	0	0	0	1	0	0	1	0	6
tag-244	2	10	3	4	1	5	0	4	2	10	0	2	7	4
D1086.10	0	1	1	0	1	0	1	0	1	1	0	0	0	0
D1086.11	0	0	4	0	4	0	0	0	0	0	0	0	0	0
fitm-2	0	0	0	2	0	1	0	0	0	0	0	0	0	0
F58G6.9	0	0	0	0	0	0	0	0	0	1	0	0	0	0
F43D2.6	0	0	1	0	0	0	0	1	0	0	0	0	0	0
T13F3.8	0	0	1	0	1	0	0	0	0	0	0	0	0	0
F26D10.13	0	2	2	2	0	2	1	2	2	3	0	1	0	0
W02A2.9	0	0	0	0	0	0	0	1	0	1	0	0	0	0
C01B10.11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
D1022.9	0	1	2	0	3	0	0	0	0	0	0	0	0	0
tag-267	1	0	0	0	0	0	0	0	0	0	0	0	0	0
clec-36	0	1	0	0	0	0	0	0	0	1	0	0	0	0
W02D7.12	0	0	4	4	7	2	2	2	1	2	0	2	0	2
Y49F6B.13	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ZK1248.20	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C18H7.11	13	13	6	10	4	12	5	7	5	11	1	6	8	23
F56D6.13	1	0	1	1	1	1	0	0	0	1	0	2	0	2
F41F3.8	7	0	3	0	3	0	3	0	4	0	1	3	0	0
K11D12.13	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ZK813.6	0	0	0	1	0	1	0	1	0	1	0	0	0	0
F23G4.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
T24C4.8	0	0	0	1	0	1	0	0	0	0	0	0	0	0
arid-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F52E1.14	3	4	6	1	5	1	0	0	3	0	1	0	0	17
pals-11	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ttr-45	1	2	2	2	1	1	2	2	1	3	1	1	2	1
crb-3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
F13H10.8	0	0	0	2	1	3	0	0	0	2	0	0	0	2
F59C6.14	3	2	0	1	1	1	0	1	0	1	0	0	0	1
K07A1.17	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ule-2	2	0	8	3	7	1	1	1	1	0	1	2	0	0
K12C11.6	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K12C11.7	1	0	1	1	2	2	0	3	0	3	0	0	0	1
Y37A1A.4	1	5	0	3	0	0	0	1	0	3	0	0	0	0
aho-3	0	0	0	0	0	0	1	0	0	0	0	1	0	1
ttr-42	2	1	3	2	3	1	1	1	0	1	0	0	0	2
F07G6.10	1	0	2	0	2	0	1	0	2	0	2	2	0	0
D1086.17	12	6	10	8	11	5	3	3	3	7	0	7	2	23
F28B1.9	0	0	4	0	6	0	0	0	0	0	0	1	0	1
