Species	protein	log(e)2	% (measured)	% (corrected)	unique	total	Mr	upper	lower	1	2	3	4	5	6	7	8	9	10	11	light	heavy	Total
NA	tr|Q9N306|Q9N306_CAEEL	-2.8	0.6	1	1	1	120.4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9N328|Q9N328_CAEEL	-34.7	15	46	2	30	24	NA	NA	5	6	6	1	4	NA	NA	NA	NA	3	NA	3	2	30
NA	tr|Q9N357|Q9N357_CAEEL	-46.6	27	35	5	12	25.9	NA	1	NA	5	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
NA	tr|Q9N362|Q9N362_CAEEL	-88.4	30	44	9	26	38.4	NA	NA	3	6	3	9	NA	2	NA	3	NA	NA	NA	NA	NA	26
NA	tr|Q9N384|Q9N384_CAEEL	-118.9	75	89	9	78	16	NA	7	14	6	11	5	2	2	2	6	1	4	1	11	6	78
NA	tr|Q9N393|Q9N393_CAEEL	-3.1	2.4	4	1	2	50.6	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9N3A9|Q9N3A9_CAEEL	-3.5	1.9	4	1	3	48	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9N3B8|Q9N3B8_CAEEL	-76	26	49	7	29	17.8	NA	6	4	NA	7	NA	1	NA	NA	NA	NA	5	NA	4	2	29
NA	tr|Q9N3B9|Q9N3B9_CAEEL	-21.7	11	42	2	16	25.4	NA	NA	2	NA	3	NA	1	NA	4	NA	2	2	NA	1	1	16
NA	tr|Q9N3D0|Q9N3D0_CAEEL	-96.9	58	76	9	35	20.6	NA	7	2	5	4	6	NA	2	NA	4	NA	NA	4	NA	1	35
NA	tr|Q9N3D9|Q9N3D9_CAEEL	-16.5	30	40	2	3	14	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9N3F8|Q9N3F8_CAEEL	-175.9	46	60	14	72	24	NA	4	4	4	5	5	4	5	5	5	NA	4	4	15	8	72
NA	tr|Q9N3H3|Q9N3H3_CAEEL	-23.8	10	13	3	4	48.2	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
NA	tr|Q9N3N6|Q9N3N6_CAEEL	-82.4	37	63	6	13	36.7	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	8	1	13
NA	tr|Q9N3R8|Q9N3R8_CAEEL	-2.7	3.8	12	1	1	23.6	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9N3S8|Q9N3S8_CAEEL	-9.9	5	6	1	2	31.9	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2
NA	tr|Q9N3S9|Q9N3S9_CAEEL	-5.6	2.9	5	1	1	46.3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9N3V9|Q9N3V9_CAEEL	-5	2.3	6	1	1	52	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9N3W2|Q9N3W2_CAEEL	-127.1	15	18	7	11	65.9	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	11
NA	tr|Q9N3W5|Q9N3W5_CAEEL	-94.4	28	51	10	39	52	1	NA	8	1	7	2	4	NA	3	NA	3	4	NA	1	5	39
NA	tr|Q9N3X9|Q9N3X9_CAEEL	-4.7	2.3	5	1	1	39.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
NA	tr|Q9N431|Q9N431_CAEEL	-44.2	18	37	3	39	16.8	2	3	3	7	3	4	2	2	1	4	1	4	NA	2	1	39
NA	tr|Q9N456|Q9N456_CAEEL	-22.9	21	25	2	4	11.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	2	4
NA	tr|Q9N477|Q9N477_CAEEL	-4.3	2	3	1	1	62.5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9N4A2|Q9N4A2_CAEEL	-64.8	49	89	5	41	18.4	NA	NA	2	10	2	10	1	5	1	5	NA	1	1	3	NA	41
NA	tr|Q9N4A3|Q9N4A3_CAEEL	-2.9	6.9	10	1	1	17.8	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9N4A5|Q9N4A5_CAEEL	-24.7	11	16	4	4	50.1	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
NA	tr|Q9N4B1|Q9N4B1_CAEEL	-14.3	3.3	7	2	2	86.2	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9N4F3|Q9N4F3_CAEEL	-282.9	27	43	23	80	105.2	3	NA	16	8	19	13	NA	5	NA	4	NA	1	1	5	5	80
NA	tr|Q9N4F4|Q9N4F4_CAEEL	-156.7	33	53	13	63	47.2	1	NA	5	4	7	9	NA	7	NA	5	NA	4	1	7	13	63
NA	tr|Q9N4G1|Q9N4G1_CAEEL	-4.6	11	22	1	2	15.5	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9N4G8|Q9N4G8_CAEEL	-75.4	33	78	7	41	20.6	NA	8	2	5	4	7	NA	5	1	4	NA	1	2	2	NA	41
NA	tr|Q9N4H7|Q9N4H7_CAEEL	-301.3	27	37	27	100	137.6	NA	NA	12	28	12	27	NA	7	NA	10	NA	1	2	NA	1	100
NA	tr|Q9N4I3|Q9N4I3_CAEEL	-31.8	15	22	3	11	32.2	NA	NA	1	1	2	2	NA	2	NA	NA	NA	2	NA	1	NA	11
NA	tr|Q9N4L6|Q9N4L6_CAEEL	-11.8	5.6	9	2	2	50.9	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	2
NA	tr|Q9N4N3|Q9N4N3_CAEEL	-33.1	32	50	3	11	19.3	NA	NA	NA	5	NA	5	NA	NA	NA	1	NA	NA	NA	NA	NA	11
NA	tr|Q9N4N4|Q9N4N4_CAEEL	-13.6	5	6	2	3	48.4	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9N4P0|Q9N4P0_CAEEL	-24.2	18	39	2	2	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2
NA	tr|Q9N4V2|Q9N4V2_CAEEL	-5.3	3.8	6	1	2	43.3	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9N4X1|Q9N4X1_CAEEL	-157.3	32	81	13	157	43.2	35	NA	3	15	3	18	5	16	1	16	1	4	7	16	17	157
NA	tr|Q9N4Y8|Q9N4Y8_CAEEL	-2.4	1.2	2	1	2	79.3	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9N4Z7|Q9N4Z7_CAEEL	-45.1	12	24	5	11	64.1	NA	NA	3	5	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
NA	tr|Q9N538|Q9N538_CAEEL	-2.2	2.8	4	1	1	35	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9N585|Q9N585_CAEEL	-14	1.2	2	1	2	107.8	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9N586|Q9N586_CAEEL	-32.7	20	24	4	13	37.8	1	2	NA	3	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
NA	tr|Q9N590|Q9N590_CAEEL	-42.1	10	14	4	6	52.4	NA	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
NA	tr|Q9N595|Q9N595_CAEEL	-13.2	0.7	1	1	2	137.9	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9N5B3|Q9N5B3_CAEEL	-111.9	33	43	11	46	43	NA	NA	2	3	5	2	2	6	3	10	1	6	4	2	NA	46
NA	tr|Q9N5B7|Q9N5B7_CAEEL	-1000.5	82	100+	73	828	88.5	93	1	89	76	81	68	42	40	33	49	23	54	22	81	76	828
NA	tr|Q9N5E4|Q9N5E4_CAEEL	-37.1	32	42	4	7	15.1	NA	NA	NA	3	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	7
NA	tr|Q9N5F6|Q9N5F6_CAEEL	-523.2	30	87	35	231	206.7	12	NA	6	27	8	27	5	25	2	29	NA	8	9	15	58	231
NA	tr|Q9N5G3|Q9N5G3_CAEEL	-22.7	9.7	13	2	2	30	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9N5H0|Q9N5H0_CAEEL	-34.8	30	37	3	18	14.6	NA	NA	1	3	2	2	1	2	2	2	NA	2	NA	1	NA	18
NA	tr|Q9N5H2|Q9N5H2_CAEEL	-118.3	55	80	9	100	14.4	NA	2	12	10	9	11	7	8	8	9	4	3	7	7	3	100
NA	tr|Q9N5H3|Q9N5H3_CAEEL	-97.4	50	91	9	62	15.4	NA	NA	9	7	6	6	5	5	3	5	1	5	2	8	NA	62
NA	tr|Q9N5I1|Q9N5I1_CAEEL	-47.6	9.7	15	4	4	56.3	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
NA	tr|Q9N5K0|Q9N5K0_CAEEL	-115.7	9.4	86	9	81	120	6	4	6	8	9	10	5	3	2	6	4	4	7	1	6	81
NA	tr|Q9N5M3|Q9N5M3_CAEEL	-3.5	5.4	7	1	1	19.6	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9N5S7|Q9N5S7_CAEEL	-37.8	23	50	4	6	30.2	NA	NA	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
NA	tr|Q9N5T2|Q9N5T2_CAEEL	-113.5	24	31	12	25	59.3	NA	NA	10	4	8	NA	1	NA	1	1	NA	NA	NA	NA	NA	25
NA	tr|Q9N5V3|Q9N5V3_CAEEL	-325.7	34	44	29	134	122	2	NA	37	9	37	6	9	5	8	5	2	9	1	3	1	134
NA	tr|Q9N5V4|Q9N5V4_CAEEL	-98.8	17	38	10	29	70.4	7	NA	5	5	6	5	NA	NA	NA	NA	NA	NA	NA	NA	1	29
NA	tr|Q9NA39|Q9NA39_CAEEL	-100.9	39	56	10	33	32.5	NA	NA	9	NA	9	NA	4	NA	5	NA	2	4	NA	NA	NA	33
NA	tr|Q9NA74|Q9NA74_CAEEL	-112.1	41	53	11	25	30.7	NA	1	6	1	6	2	1	NA	NA	NA	NA	NA	NA	6	2	25
NA	tr|Q9NA78|Q9NA78_CAEEL	-19.4	17	25	3	3	21.5	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9NA91|Q9NA91_CAEEL	-3.3	2.8	6	1	1	59.4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9NA98|Q9NA98_CAEEL	-216.4	61	90	18	88	42	NA	1	17	3	17	8	10	NA	10	1	7	9	NA	5	NA	88
NA	tr|Q9NAB2|Q9NAB2_CAEEL	-52.7	14	19	3	7	23.6	NA	NA	NA	1	2	1	NA	1	1	NA	NA	1	NA	NA	NA	7
NA	tr|Q9NAB3|Q9NAB3_CAEEL	-57.7	34	39	7	34	23.2	NA	NA	8	2	6	2	3	1	5	1	2	4	NA	NA	NA	34
NA	tr|Q9NAB4|Q9NAB4_CAEEL	-56.4	24	27	4	16	23.2	NA	NA	4	1	3	1	1	1	1	1	NA	2	NA	1	NA	16
NA	tr|Q9NAB7|Q9NAB7_CAEEL	-73.1	19	27	7	14	59.3	NA	NA	NA	7	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
NA	tr|Q9NAC9|Q9NAC9_CAEEL	-33.7	54	54	3	16	9.4	NA	4	2	1	2	1	1	NA	1	NA	NA	1	NA	2	1	16
NA	tr|Q9NAE1|Q9NAE1_CAEEL	-199.7	56	100+	15	434	19.9	NA	32	25	19	40	14	16	13	27	16	12	27	7	134	52	434
NA	tr|Q9NAJ4|Q9NAJ4_CAEEL	-31.7	6.7	9	3	5	59.9	1	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	tr|Q9NAK4|Q9NAK4_CAEEL	-56	30	33	5	17	29.9	NA	NA	5	NA	3	NA	NA	NA	6	NA	2	1	NA	NA	NA	17
NA	tr|Q9NAM3|Q9NAM3_CAEEL	-12.8	6.9	20	2	4	21.1	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4
NA	tr|Q9NAM4|Q9NAM4_CAEEL	-29.2	24	44	4	6	21.5	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	6
NA	tr|Q9NAP0|Q9NAP0_CAEEL	-21.7	16	28	3	3	26.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3
NA	tr|Q9NAR3|Q9NAR3_CAEEL	-11.5	5.5	9	2	2	29.2	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9NEQ8|Q9NEQ8_CAEEL	-27.8	11	13	4	6	32.9	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	NA	NA	2	NA	6
NA	tr|Q9NET7|Q9NET7_CAEEL	-2.9	3.5	6	1	1	28.9	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9NEZ8|Q9NEZ8_CAEEL	-126.4	44	72	11	49	27.8	NA	NA	12	5	13	5	3	NA	4	NA	1	5	NA	NA	1	49
NA	tr|Q9NF11|Q9NF11_CAEEL	-51.6	32	43	6	22	23.8	NA	NA	4	2	5	2	1	1	2	NA	1	2	NA	1	1	22
NA	tr|Q9NF15|Q9NF15_CAEEL	-2.1	4.5	6	1	1	30.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
NA	tr|Q9NF22|Q9NF22_CAEEL	-4.3	1.9	2	1	2	61.1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9NLD1|Q9NLD1_CAEEL	-64.5	13	20	7	18	65.9	NA	NA	3	5	1	5	NA	2	NA	2	NA	NA	NA	NA	NA	18
NA	tr|Q9TXI3|Q9TXI3_CAEEL	-182.8	52	70	14	120	22.5	NA	11	10	8	11	7	7	8	4	8	3	9	5	18	11	120
NA	tr|Q9TXI4|Q9TXI4_CAEEL	-46.7	33	43	5	14	27.6	NA	NA	1	NA	NA	NA	2	NA	3	NA	NA	5	NA	3	NA	14
NA	tr|Q9TXK1|Q9TXK1_CAEEL	-380.5	57	100+	27	844	43.3	159	6	31	65	41	77	19	62	17	69	8	34	38	83	135	844
NA	tr|Q9TXM0|Q9TXM0_CAEEL	-13.3	1.9	3	1	1	55.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
NA	tr|Q9TXQ6|Q9TXQ6_CAEEL	-15.5	12	19	2	7	15.2	NA	NA	NA	3	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	7
NA	tr|Q9TXV8|Q9TXV8_CAEEL	-573.2	31	53	47	168	203.1	NA	NA	NA	29	NA	32	NA	28	NA	36	NA	NA	6	2	35	168
NA	tr|Q9TXX9|Q9TXX9_CAEEL	-6.2	0.8	1	1	7	93.2	NA	NA	1	NA	1	1	1	NA	NA	1	NA	1	NA	1	NA	7
NA	tr|Q9TXZ6|Q9TXZ6_CAEEL	-13.1	2.8	5	2	2	60.3	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9TXZ7|Q9TXZ7_CAEEL	-28.2	26	42	3	6	11.7	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	6
NA	tr|Q9TXZ9|Q9TXZ9_CAEEL	-39.4	21	28	5	14	23.1	NA	NA	1	NA	2	2	1	1	NA	2	NA	NA	NA	5	NA	14
NA	tr|Q9TY08|Q9TY08_CAEEL	-4.2	3	5	1	1	38	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9TYJ7|Q9TYJ7_CAEEL	-86.6	44	52	8	23	26.9	NA	NA	2	9	1	4	NA	4	NA	2	NA	NA	NA	NA	1	23
NA	tr|Q9TYK4|Q9TYK4_CAEEL	-17.2	1.7	6	2	3	141	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9TYL0|Q9TYL0_CAEEL	-221.3	49	63	20	80	65	16	NA	6	8	4	5	2	4	1	3	NA	6	3	14	8	80
NA	tr|Q9TYL2|Q9TYL2_CAEEL	-13.5	6.1	8	2	2	33	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9TYL9|Q9TYL9_CAEEL	-243.6	32	41	22	90	107.5	NA	NA	15	19	16	18	NA	6	NA	9	NA	2	3	2	NA	90
NA	tr|Q9TYP9|Q9TYP9_CAEEL	-378.9	30	48	30	166	126.8	NA	NA	17	28	23	22	1	17	NA	20	NA	4	5	11	18	166
NA	tr|Q9TYQ5|Q9TYQ5_CAEEL	-6.2	4.1	5	1	3	26.9	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9TYS3|Q9TYS3_CAEEL	-36.7	30	36	4	10	19.6	NA	NA	NA	NA	NA	1	NA	4	NA	4	NA	NA	1	NA	NA	10
NA	tr|Q9TYT8|Q9TYT8_CAEEL	-73.9	35	53	7	51	24.7	NA	3	6	6	5	5	3	6	2	8	NA	3	3	1	NA	51
NA	tr|Q9TYV3|Q9TYV3_CAEEL	-19.7	5.9	9	2	3	52.3	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9TYV5|Q9TYV5_CAEEL	-18.7	2.7	5	2	3	73.9	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	3
NA	tr|Q9TYW1|Q9TYW1_CAEEL	-165	37	79	12	91	49.6	16	14	3	9	5	12	1	6	1	6	NA	3	2	3	10	91
NA	tr|Q9TYW7|Q9TYW7_CAEEL	-27.1	13	22	3	9	19.4	NA	NA	1	NA	3	NA	1	NA	1	NA	NA	NA	NA	2	1	9
NA	tr|Q9TYX1|Q9TYX1_CAEEL	-275	36	57	23	106	82.3	NA	NA	22	21	17	19	5	3	4	5	1	6	2	1	NA	106
NA	tr|Q9TYY0|Q9TYY0_CAEEL	-51	12	21	5	10	67.2	NA	NA	2	1	4	1	NA	NA	NA	1	NA	NA	NA	1	NA	10
NA	tr|Q9TYY5|Q9TYY5_CAEEL	-43.2	11	16	4	7	60.3	NA	NA	NA	2	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
NA	tr|Q9TYY8|Q9TYY8_CAEEL	-44.1	6.4	8	5	12	102.6	NA	NA	3	3	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
NA	tr|Q9TYY9|Q9TYY9_CAEEL	-300.8	49	91	20	181	53.2	24	NA	8	23	8	23	3	20	1	20	NA	9	7	10	25	181
NA	tr|Q9TZ33|Q9TZ33_CAEEL	-22.2	7.3	13	3	4	45.5	NA	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	4
NA	tr|Q9TZ65|Q9TZ65_CAEEL	-116	3.9	5	1	2	45.7	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9TZ69|Q9TZ69_CAEEL	-5.2	4	6	1	5	22.3	NA	NA	1	NA	1	NA	1	NA	1	NA	NA	NA	NA	1	NA	5
NA	tr|Q9TZ78|Q9TZ78_CAEEL	-3.8	4.4	8	1	3	18.2	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	3
NA	tr|Q9TZS5|Q9TZS5_CAEEL	-292.8	57	70	25	152	58.3	2	NA	23	13	20	13	7	11	8	20	1	10	4	16	4	152
NA	tr|Q9U1Q2|Q9U1Q2_CAEEL	-363.2	63	71	28	175	61.1	1	NA	38	17	27	12	18	1	17	2	15	23	NA	4	NA	175
NA	tr|Q9U1Q7|Q9U1Q7_CAEEL	-23	2.5	4	3	5	170.1	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	tr|Q9U1R9|Q9U1R9_CAEEL	-46.8	20	31	4	43	18.6	NA	3	9	NA	5	NA	4	3	5	1	4	4	NA	2	3	43
NA	tr|Q9U1S2|Q9U1S2_CAEEL	-103.9	26	37	12	16	63.3	3	NA	7	1	2	1	NA	NA	NA	NA	NA	2	NA	NA	NA	16
NA	tr|Q9U1T9|Q9U1T9_CAEEL	-30.4	4.7	10	4	5	102.3	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
NA	tr|Q9U1V9|Q9U1V9_CAEEL	-148.8	23	36	13	30	86.5	NA	NA	1	10	2	9	NA	2	NA	6	NA	NA	NA	NA	NA	30
NA	tr|Q9U1X6|Q9U1X6_CAEEL	-49.4	28	47	5	13	26.5	NA	NA	NA	6	NA	5	NA	1	NA	1	NA	NA	NA	NA	NA	13
NA	tr|Q9U1X9|Q9U1X9_CAEEL	-122	73	100+	9	44	10.9	NA	NA	13	9	5	4	6	1	2	1	1	2	NA	NA	NA	44
NA	tr|Q9U1Z4|Q9U1Z4_CAEEL	-141.9	44	61	12	74	24.5	NA	18	4	7	8	6	3	6	1	8	NA	1	3	1	8	74
NA	tr|Q9U1Z6|Q9U1Z6_CAEEL	-3.1	2.4	5	1	2	42.1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9U204|Q9U204_CAEEL	-4.9	9	12	1	2	20.4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9U222|Q9U222_CAEEL	-38.7	12	21	4	6	51.6	NA	1	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
NA	tr|Q9U225|Q9U225_CAEEL	-78.5	11	13	7	10	85.9	NA	NA	NA	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	5	10
NA	tr|Q9U228|Q9U228_CAEEL	-7.4	12	12	1	2	12.6	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	tr|Q9U229|Q9U229_CAEEL	-18.4	4	5	2	4	77.3	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
NA	tr|Q9U238|Q9U238_CAEEL	-111.8	63	93	8	129	17.4	NA	23	8	25	7	21	NA	13	NA	17	NA	3	8	1	3	129
NA	tr|Q9U250|Q9U250_CAEEL	-21.7	7.7	12	3	3	45.3	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	3
NA	tr|Q9U283|Q9U283_CAEEL	-3.4	1.7	3	1	1	38.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9U296|Q9U296_CAEEL	-4.4	2.4	3	1	1	69.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	tr|Q9U2C3|Q9U2C3_CAEEL	-165.6	46	57	10	36	23.4	NA	4	3	4	3	1	1	1	1	2	NA	1	NA	9	6	36
NA	tr|Q9U2F2|Q9U2F2_CAEEL	-141.9	17	28	12	41	89.3	NA	NA	NA	14	1	12	NA	8	NA	6	NA	NA	NA	NA	NA	41
NA	tr|Q9U2F4|Q9U2F4_CAEEL	-28.3	26	45	3	12	10.5	NA	3	2	1	2	NA	NA	NA	NA	NA	NA	1	NA	2	1	12
NA	tr|Q9U2F6|Q9U2F6_CAEEL	-62.1	25	49	6	43	26	NA	4	3	2	4	3	1	3	2	3	1	4	2	5	6	43
NA	tr|Q9U2G1|Q9U2G1_CAEEL	-18.4	14	29	2	5	24.8	NA	NA	NA	3	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	5
NA	tr|Q9U2G5|Q9U2G5_CAEEL	-196	15	27	19	38	170.9	NA	NA	NA	4	1	4	NA	11	NA	12	NA	NA	1	1	4	38
NA	tr|Q9U2G6|Q9U2G6_CAEEL	-407.8	59	87	33	148	57	28	1	10	20	13	10	3	6	1	7	1	6	1	20	21	148
NA	tr|Q9U2I7|Q9U2I7_CAEEL	-5.1	1.8	7	1	3	41.6	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9U2J6|Q9U2J6_CAEEL	-110	32	49	9	31	35.1	NA	NA	11	NA	8	NA	NA	NA	5	NA	2	3	NA	2	NA	31
NA	tr|Q9U2K1|Q9U2K1_CAEEL	-59.5	23	84	5	26	41.5	5	NA	4	2	6	2	2	NA	2	NA	NA	2	NA	1	NA	26
NA	tr|Q9U2K8|Q9U2K8_CAEEL	-51.2	11	17	6	17	69	NA	NA	6	1	4	NA	1	NA	2	1	NA	2	NA	NA	NA	17
NA	tr|Q9U2Q4|Q9U2Q4_CAEEL	-6.4	2.4	4	1	3	60.7	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9U2Q8|Q9U2Q8_CAEEL	-87.3	67	100+	8	61	11.6	NA	8	7	5	5	4	4	2	2	4	3	3	1	6	7	61
NA	tr|Q9U2S4|Q9U2S4_CAEEL	-50.1	36	54	5	9	20	NA	NA	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	3	1	9
NA	tr|Q9U2S6|Q9U2S6_CAEEL	-11.4	5.7	9	2	3	36.4	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	tr|Q9U2Z1|Q9U2Z1_CAEEL	-55.2	8	13	4	23	89.6	NA	NA	5	2	3	NA	4	NA	2	1	1	3	NA	1	1	23
NA	tr|Q9U2Z5|Q9U2Z5_CAEEL	-4.2	5	6	1	1	24.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
NA	tr|Q9U2Z9|Q9U2Z9_CAEEL	-13.6	16	16	2	5	16.7	NA	NA	NA	1	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	5
NA	tr|Q9U301|Q9U301_CAEEL	-15.6	6.2	12	2	2	51.6	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
NA	tr|Q9U302|Q9U302_CAEEL	-238.9	40	59	20	111	71.6	NA	NA	16	23	15	21	2	9	2	13	NA	4	2	4	NA	111
NA	tr|Q9U307|Q9U307_CAEEL	-78.7	20	29	7	32	43.6	NA	NA	5	5	4	3	3	NA	4	NA	5	3	NA	NA	NA	32
NA	tr|Q9U310|Q9U310_CAEEL	-2.9	3.9	7	1	1	23.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
NA	tr|Q9U315|Q9U315_CAEEL	-11.3	15	18	1	3	14.1	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
